ÈÕÆÚ,PRICE
2015/4/28 10:45,2533.958252
2015/4/28 11:15,2552.438477
2015/4/28 13:15,2528.001709
2015/4/28 13:45,2533.347168
2015/4/28 14:15,2518.532471
2015/4/28 14:45,2517.310547
2015/4/28 15:15,2509.979492
2015/4/29 9:45,2502.495605
2015/4/29 10:15,2506.772217
2015/4/29 10:45,2498.982666
2015/4/29 11:15,2518.073975
2015/4/29 13:15,2522.656006
2015/4/29 13:45,2525.710693
2015/4/29 14:15,2534.263672
2015/4/29 14:45,2516.852295
2015/4/29 15:15,2516.394043
2015/4/30 9:45,2531.972656
2015/4/30 10:15,2524.489014
2015/4/30 10:45,2514.714111
2015/4/30 11:15,2510.4375
2015/4/30 13:15,2516.088623
2015/4/30 13:45,2516.241455
2015/4/30 14:15,2507.382813
2015/4/30 14:45,2508.604736
2015/4/30 15:15,2496.69165
2015/5/4 9:45,2480.807861
2015/5/4 10:15,2474.69873
2015/5/4 10:45,2486.76416
2015/5/4 11:15,2498.066406
2015/5/4 13:15,2504.022949
2015/5/4 13:45,2493.484375
2015/5/4 14:15,2487.222412
2015/5/4 14:45,2500.662842
2015/5/4 15:15,2499.59375
2015/5/5 9:45,2497.150146
2015/5/5 10:15,2486.917236
2015/5/5 10:45,2491.346191
2015/5/5 11:15,2462.327393
2015/5/5 13:15,2451.483398
2015/5/5 13:45,2447.359863
2015/5/5 14:15,2434.377686
2015/5/5 14:45,2416.966309
2015/5/5 15:15,2415.438965
2015/5/6 9:45,2424.908203
2015/5/6 10:15,2451.177979
2015/5/6 10:45,2454.84375
2015/5/6 11:15,2486.153564
2015/5/6 13:15,2473.782227
2015/5/6 13:45,2464.007568
2015/5/6 14:15,2428.879395
2015/5/6 14:45,2399.860596
2015/5/6 15:15,2407.80249
2015/5/7 9:45,2407.038818
2015/5/7 10:15,2398.18042
2015/5/7 10:45,2407.038818
2015/5/7 11:15,2398.638672
2015/5/7 13:15,2398.638672
2015/5/7 13:45,2388.100098
2015/5/7 14:15,2394.973145
2015/5/7 14:45,2383.670898
2015/5/7 15:15,2375.881592
2015/5/8 9:45,2391.765625
2015/5/8 10:15,2389.474854
2015/5/8 10:45,2389.322021
2015/5/8 11:15,2394.820313
2015/5/8 13:15,2366.106934
2015/5/8 13:45,2339.531738
2015/5/8 14:15,2348.084717
2015/5/8 14:45,2374.50708
2015/5/8 15:15,2367.176025
2015/5/11 9:45,2351.597412
2015/5/11 10:15,2372.063477
2015/5/11 10:45,2367.328857
2015/5/11 11:15,2366.106934
2015/5/11 13:15,2386.878418
2015/5/11 13:45,2401.540527
2015/5/11 14:15,2403.220459
2015/5/11 14:45,2417.118896
2015/5/11 15:15,2413.147949
2015/5/12 9:45,2408.260742
2015/5/12 10:15,2403.678711
2015/5/12 10:45,2429.948486
2015/5/12 11:15,2415.897217
2015/5/12 13:15,2420.937256
2015/5/12 13:45,2419.257324
2015/5/12 14:15,2418.64624
2015/5/12 14:45,2429.337402
2015/5/12 15:15,2424.602783
2015/5/13 9:45,2425.366455
2015/5/13 10:15,2424.755615
2015/5/13 10:45,2411.009766
2015/5/13 11:15,2418.951904
2015/5/13 13:15,2411.162354
2015/5/13 13:45,2416.050049
2015/5/13 14:15,2402.456787
2015/5/13 14:45,2386.878418
2015/5/13 15:15,2386.725586
2015/5/14 9:45,2388.55835
2015/5/14 10:15,2376.950928
2015/5/14 10:45,2409.788086
2015/5/14 11:15,2388.25293
2015/5/14 13:15,2394.056641
2015/5/14 13:45,2382.907227
2015/5/14 14:15,2384.43457
2015/5/14 14:45,2389.627441
2015/5/14 15:15,2389.780029
2015/5/15 9:45,2392.697021
2015/5/15 10:15,2379.494629
2015/5/15 10:45,2348.945068
2015/5/15 11:15,2346.335205
2015/5/15 13:15,2347.102783
2015/5/15 13:45,2341.883301
2015/5/15 14:15,2371.358154
2015/5/15 14:45,2367.366943
2015/5/15 15:15,2334.514404
2015/5/18 9:45,2328.066895
2015/5/18 10:15,2326.224854
2015/5/18 10:45,2327.145752
2015/5/18 11:15,2325.457275
2015/5/18 13:15,2328.373779
2015/5/18 13:45,2313.022217
2015/5/18 14:15,2306.421143
2015/5/18 14:45,2292.911621
2015/5/18 15:15,2279.248779
2015/5/19 9:45,2321.619385
2015/5/19 10:15,2356.62085
2015/5/19 10:45,2371.818848
2015/5/19 11:15,2388.398682
2015/5/19 13:15,2386.709717
2015/5/19 13:45,2372.893311
2015/5/19 14:15,2372.432861
2015/5/19 14:45,2385.481934
2015/5/19 15:15,2412.500488
2015/5/20 9:45,2396.842041
2015/5/20 10:15,2398.991211
2015/5/20 10:45,2400.679932
2015/5/20 11:15,2429.233887
2015/5/20 13:15,2421.404541
2015/5/20 13:45,2444.892334
2015/5/20 14:15,2462.239746
2015/5/20 14:45,2403.903809
2015/5/20 15:15,2414.189209
2015/5/21 9:45,2426.316895
2015/5/21 10:15,2431.075928
2015/5/21 10:45,2428.773193
2015/5/21 11:15,2433.685791
2015/5/21 13:15,2443.817871
2015/5/21 13:45,2421.404541
2015/5/21 14:15,2419.869385
2015/5/21 14:45,2436.909668
2015/5/21 15:15,2449.651367
2015/5/22 9:45,2458.70874
2015/5/22 10:15,2496.166748
2015/5/22 10:45,2501.079102
2015/5/22 11:15,2497.701904
2015/5/22 13:15,2513.206787
2015/5/22 13:45,2507.68042
2015/5/22 14:15,2500.772217
2015/5/22 14:45,2507.219727
2015/5/22 15:15,2535.313232
2015/5/25 9:45,2559.108154
2015/5/25 10:15,2581.36792
2015/5/25 10:45,2583.51709
2015/5/25 11:15,2581.36792
2015/5/25 13:15,2575.380859
2015/5/25 13:45,2581.36792
2015/5/25 14:15,2582.289063
2015/5/25 14:45,2620.667969
2015/5/25 15:15,2620.20752
2015/5/26 9:45,2630.032227
2015/5/26 10:15,2608.847168
2015/5/26 10:45,2619.286133
2015/5/26 11:15,2637.094238
2015/5/26 13:15,2626.655029
2015/5/26 13:45,2635.098389
2015/5/26 14:15,2643.388428
2015/5/26 14:45,2634.945068
2015/5/26 15:15,2623.431396
2015/5/27 9:45,2679.61792
2015/5/27 10:15,2642.467285
2015/5/27 10:45,2632.335205
2015/5/27 11:15,2634.17749
2015/5/27 13:15,2595.79834
2015/5/27 13:45,2603.93457
2015/5/27 14:15,2608.386719
2015/5/27 14:45,2604.088379
2015/5/27 15:15,2607.312012
2015/5/28 9:45,2586.434082
2015/5/28 10:15,2582.289063
2015/5/28 10:45,2580.139648
2015/5/28 11:15,2574.92041
2015/5/28 13:15,2535.159668
2015/5/28 13:45,2532.856934
2015/5/28 14:15,2476.209717
2015/5/28 14:45,2456.713135
2015/5/28 15:15,2429.080322
2015/5/29 9:45,2394.999756
2015/5/29 10:15,2426.163574
2015/5/29 10:45,2437.216553
2015/5/29 11:15,2425.549316
2015/5/29 13:15,2424.167725
2015/5/29 13:45,2447.348633
2015/5/29 14:15,2407.43457
2015/5/29 14:45,2392.390137
2015/5/29 15:15,2393.771729
2015/6/1 9:45,2394.232178
2015/6/1 10:15,2421.86499
2015/6/1 10:45,2427.69873
2015/6/1 11:15,2448.116211
2015/6/1 13:15,2448.883789
2015/6/1 13:45,2487.41626
2015/6/1 14:15,2537.615967
2015/6/1 14:45,2548.208496
2015/6/1 15:15,2560.643311
2015/6/2 9:45,2514.281494
2015/6/2 10:15,2545.138184
2015/6/2 10:45,2541.607178
2015/6/2 11:15,2521.650146
2015/6/2 13:15,2500.004639
2015/6/2 13:45,2476.977295
2015/6/2 14:15,2508.754883
2015/6/2 14:45,2530.400635
2015/6/2 15:15,2529.633057
2015/6/3 9:45,2516.891357
2015/6/3 10:15,2535.773926
2015/6/3 10:45,2512.132324
2015/6/3 11:15,2509.82959
2015/6/3 13:15,2469.147949
2015/6/3 13:45,2478.205322
2015/6/3 14:15,2526.869873
2015/6/3 14:45,2518.119385
2015/6/3 15:15,2490.640137
2015/6/4 9:45,2496.320068
2015/6/4 10:15,2574.306152
2015/6/4 10:45,2552.813965
2015/6/4 11:15,2545.138184
2015/6/4 13:15,2433.225098
2015/6/4 13:45,2428.005615
2015/6/4 14:15,2471.143555
2015/6/4 14:45,2529.940186
2015/6/4 15:15,2589.197266
2015/6/5 9:45,2585.819824
2015/6/5 10:15,2571.850098
2015/6/5 10:45,2551.585938
2015/6/5 11:15,2540.686279
2015/6/5 13:15,2524.413574
2015/6/5 13:45,2542.067871
2015/6/5 14:15,2538.07666
2015/6/5 14:45,2539.765137
2015/6/5 15:15,2536.694824
2015/6/8 9:45,2583.670654
2015/6/8 10:15,2579.065186
2015/6/8 10:45,2603.627686
2015/6/8 11:15,2618.05835
2015/6/8 13:15,2647.686768
2015/6/8 13:45,2657.818848
2015/6/8 14:15,2678.082764
2015/6/8 14:45,2709.553711
2015/6/8 15:15,2713.391602
2015/6/9 9:45,2696.044189
2015/6/9 10:15,2682.688232
2015/6/9 10:45,2659.200439
2015/6/9 11:15,2628.957764
2015/6/9 13:15,2634.17749
2015/6/9 13:45,2627.576172
2015/6/9 14:15,2628.49707
2015/6/9 14:45,2657.358154
2015/6/9 15:15,2621.89624
2015/6/10 9:45,2614.987793
2015/6/10 10:15,2594.570313
2015/6/10 10:45,2610.996582
2015/6/10 11:15,2594.877441
2015/6/10 13:15,2605.776855
2015/6/10 13:45,2618.979248
2015/6/10 14:15,2624.966553
2015/6/10 14:45,2599.175781
2015/6/10 15:15,2582.903076
2015/6/11 9:45,2585.359375
2015/6/11 10:15,2567.244629
2015/6/11 10:45,2576.148438
2015/6/11 11:15,2580.446777
2015/6/11 13:15,2594.877441
2015/6/11 13:45,2575.380859
2015/6/11 14:15,2575.227295
2015/6/11 14:45,2572.770996
2015/6/11 15:15,2579.832764
2015/6/12 9:45,2601.938965
2015/6/12 10:15,2596.719482
2015/6/12 10:45,2570.928711
2015/6/12 11:15,2579.065186
2015/6/12 13:15,2586.280273
2015/6/12 13:45,2587.662109
2015/6/12 14:15,2563.713623
2015/6/12 14:45,2584.591797
2015/6/12 15:15,2613.759766
2015/6/15 9:45,2585.359375
2015/6/15 10:15,2575.380859
2015/6/15 10:45,2568.933105
2015/6/15 11:15,2525.027588
2015/6/15 13:15,2542.221436
2015/6/15 13:45,2554.195801
2015/6/15 14:15,2554.195801
2015/6/15 14:45,2518.272949
2015/6/15 15:15,2505.224121
2015/6/16 9:45,2520.882568
2015/6/16 10:15,2498.469482
2015/6/16 10:45,2486.802246
2015/6/16 11:15,2499.543945
2015/6/16 13:15,2500.311523
2015/6/16 13:45,2471.604248
2015/6/16 14:15,2443.510742
2015/6/16 14:45,2432.45752
2015/6/16 15:15,2451.186523
2015/6/17 9:45,2464.849365
2015/6/17 10:15,2449.651367
2015/6/17 10:45,2424.781738
2015/6/17 11:15,2446.273926
2015/6/17 13:15,2449.958496
2015/6/17 13:45,2434.760254
2015/6/17 14:15,2451.800537
2015/6/17 14:45,2472.218262
2015/6/17 15:15,2460.397461
2015/6/18 9:45,2439.365723
2015/6/18 10:15,2433.685791
2015/6/18 10:45,2418.487793
2015/6/18 11:15,2418.0271
2015/6/18 13:15,2415.41748
2015/6/18 13:45,2409.430176
2015/6/18 14:15,2402.521973
2015/6/18 14:45,2369.669678
2015/6/18 15:15,2368.287842
2015/6/19 9:45,2358.67334
2015/6/19 10:15,2349.05835
2015/6/19 10:45,2352.263428
2015/6/19 11:15,2353.026611
2015/6/19 13:15,2336.23877
2015/6/19 13:45,2317.925049
2015/6/19 14:15,2316.246094
2015/6/19 14:45,2253.979004
2015/6/19 15:15,2182.402344
2015/6/23 9:45,2233.83374
2015/6/23 10:15,2262.525391
2015/6/23 10:45,2248.942627
2015/6/23 11:15,2212.772705
2015/6/23 13:15,2271.224365
2015/6/23 13:45,2280.22876
2015/6/23 14:15,2288.622559
2015/6/23 14:45,2309.378418
2015/6/23 15:15,2275.955566
2015/6/24 9:45,2294.879883
2015/6/24 10:15,2289.84375
2015/6/24 10:45,2307.852295
2015/6/24 11:15,2296.253418
2015/6/24 13:15,2279.313232
2015/6/24 13:45,2290.606689
2015/6/24 14:15,2310.751953
2015/6/24 14:45,2323.571777
2015/6/24 15:15,2322.961182
2015/6/25 9:45,2355.163086
2015/6/25 10:15,2330.744629
2015/6/25 10:45,2335.322998
2015/6/25 11:15,2346.006104
2015/6/25 13:15,2327.539551
2015/6/25 13:45,2305.71582
2015/6/25 14:15,2303.273682
2015/6/25 14:45,2235.970215
2015/6/25 15:15,2227.576416
2015/6/26 9:45,2204.07373
2015/6/26 10:15,2252.605469
2015/6/26 10:45,2220.70874
2015/6/26 11:15,2206.820801
2015/6/26 13:15,2200.258301
2015/6/26 13:45,2149.89502
2015/6/26 14:15,2099.98999
2015/6/26 14:45,2037.875488
2015/6/26 15:15,2052.678955
2015/6/29 9:45,2118.151123
2015/6/29 10:15,2153.405273
2015/6/29 10:45,2116.166992
2015/6/29 11:15,2091.138184
2015/6/29 13:15,1960.194092
2015/6/29 13:45,2075.876465
2015/6/29 14:15,2118.151123
2015/6/29 14:45,2042.301147
2015/6/29 15:15,2025.818726
2015/6/30 9:45,2054.052734
2015/6/30 10:15,2040.775024
2015/6/30 10:45,2035.586182
2015/6/30 11:15,2065.651367
2015/6/30 13:15,2146.07959
2015/6/30 13:45,2147.148193
2015/6/30 14:15,2169.887939
2015/6/30 14:45,2188.812012
2015/6/30 15:15,2173.092773
2015/7/1 9:45,2159.662598
2015/7/1 10:15,2162.714844
2015/7/1 10:45,2182.860107
2015/7/1 11:15,2174.160889
2015/7/1 13:15,2158.44165
2015/7/1 13:45,2160.578125
2015/7/1 14:15,2155.389404
2015/7/1 14:45,2096.327148
2015/7/1 15:15,2057.410156
2015/7/2 9:45,2125.93457
2015/7/2 10:15,2099.074219
2015/7/2 10:45,2122.882324
2015/7/2 11:15,2107.620605
2015/7/2 13:15,2089.917236
2015/7/2 13:45,2077.860596
2015/7/2 14:15,1995.143066
2015/7/2 14:45,2067.788086
2015/7/2 15:15,2091.138184
2015/7/3 9:45,2036.807007
2015/7/3 10:15,1991.327637
2015/7/3 10:45,2004.605225
2015/7/3 11:15,2014.372559
2015/7/3 13:15,2081.218018
2015/7/3 13:45,2071.603516
2015/7/3 14:15,2011.930786
2015/7/3 14:45,1995.60083
2015/7/3 15:15,1980.949707
2015/7/6 9:45,2099.226807
2015/7/6 10:15,2101.363525
2015/7/6 10:45,2087.017578
2015/7/6 11:15,2090.222412
2015/7/6 13:15,2049.474121
2015/7/6 13:45,2048.558594
2015/7/6 14:15,2063.667236
2015/7/6 14:45,2111.436035
2015/7/6 15:15,2103.652588
2015/7/7 9:45,2088.391113
2015/7/7 10:15,2115.251465
2015/7/7 10:45,2089.917236
2015/7/7 11:15,2066.414551
2015/7/7 13:15,2073.282227
2015/7/7 13:45,2094.801025
2015/7/7 14:15,2106.24707
2015/7/7 14:45,2117.693359
2015/7/7 15:15,2096.174561
2015/7/8 9:45,1991.174927
2015/7/8 10:15,2056.646973
2015/7/8 10:45,2025.666138
2015/7/8 11:15,2049.016357
2015/7/8 13:15,2068.24585
2015/7/8 13:45,2043.522095
2015/7/8 14:15,1913.340942
2015/7/8 14:45,1907.846924
2015/7/8 15:15,1907.846924
2015/7/9 9:45,1896.248169
2015/7/9 10:15,2038.180542
2015/7/9 10:45,1950.579224
2015/7/9 11:15,1940.506592
2015/7/9 13:15,2049.474121
2015/7/9 13:45,2097.700684
2015/7/9 14:15,2099.531982
2015/7/9 14:45,2099.531982
2015/7/9 15:15,2099.531982
2015/7/10 9:45,2181.333984
2015/7/10 10:15,2232.765381
2015/7/10 10:45,2295.948242
2015/7/10 11:15,2243.448486
2015/7/10 13:15,2194.76416
2015/7/10 13:45,2211.551758
2015/7/10 14:15,2221.166748
2015/7/10 14:45,2194.000977
2015/7/10 15:15,2177.060791
2015/7/13 9:45,2162.867432
2015/7/13 10:15,2149.589844
2015/7/13 10:45,2158.289063
2015/7/13 11:15,2156.762695
2015/7/13 13:15,2166.988037
2015/7/13 13:45,2179.960449
2015/7/13 14:15,2159.815186
2015/7/13 14:45,2150.658203
2015/7/13 15:15,2135.854492
2015/7/14 9:45,2140.12793
2015/7/14 10:15,2123.034912
2015/7/14 10:45,2120.593018
2015/7/14 11:15,2103.805176
2015/7/14 13:15,2073.282227
2015/7/14 13:45,2065.651367
2015/7/14 14:15,2024.292603
2015/7/14 14:45,2085.338867
2015/7/14 15:15,2069.924805
2015/7/15 9:45,2082.134033
2015/7/15 10:15,2078.928955
2015/7/15 10:45,2070.382324
2015/7/15 11:15,2061.072998
2015/7/15 13:15,2053.747314
2015/7/15 13:45,2023.987305
2015/7/15 14:15,2014.067261
2015/7/15 14:45,2024.44519
2015/7/15 15:15,2066.414551
2015/7/16 9:45,2078.623779
2015/7/16 10:15,2070.99292
2015/7/16 10:45,2081.676025
2015/7/16 11:15,2110.672852
2015/7/16 13:15,2093.274658
2015/7/16 13:45,2081.218018
2015/7/16 14:15,2089.306885
2015/7/16 14:45,2076.181885
2015/7/16 15:15,2106.55249
2015/7/17 9:45,2103.73584
2015/7/17 10:15,2120.16626
2015/7/17 10:45,2122.98291
2015/7/17 11:15,2121.105225
2015/7/17 13:15,2115.628174
2015/7/17 13:45,2139.256836
2015/7/17 14:15,2145.359619
2015/7/17 14:45,2187.609619
2015/7/17 15:15,2145.359619
2015/7/20 9:45,2136.44043
2015/7/20 10:15,2133.936523
2015/7/20 10:45,2123.139404
2015/7/20 11:15,2121.887451
2015/7/20 13:15,2096.694092
2015/7/20 13:45,2083.862549
2015/7/20 14:15,2107.804199
2015/7/20 14:45,2097.789307
2015/7/20 15:15,2104.987549
2015/7/21 9:45,2072.439453
2015/7/21 10:15,2056.634766
2015/7/21 10:45,2086.366211
2015/7/21 11:15,2092.938477
2015/7/21 13:15,2100.449707
2015/7/21 13:45,2117.505859
2015/7/21 14:15,2101.85791
2015/7/21 14:45,2083.393066
2015/7/21 15:15,2085.896729
2015/7/22 9:45,2066.962646
2015/7/22 10:15,2069.15332
2015/7/22 10:45,2069.779053
2015/7/22 11:15,2053.192139
2015/7/22 13:15,2047.245972
2015/7/22 13:45,2042.86438
2015/7/22 14:15,2053.661621
2015/7/22 14:45,2071.1875
2015/7/22 15:15,2059.764404
2015/7/23 9:45,2079.793945
2015/7/23 10:15,2102.014404
2015/7/23 10:45,2113.281006
2015/7/23 11:15,2125.956055
2015/7/23 13:15,2138.944092
2015/7/23 13:45,2125.643066
2015/7/23 14:15,2136.909668
2015/7/23 14:45,2156.000488
2015/7/23 15:15,2148.333008
2015/7/24 9:45,2137.535645
2015/7/24 10:15,2127.208008
2015/7/24 10:45,2114.219971
2015/7/24 11:15,2122.513428
2015/7/24 13:15,2139.256836
2015/7/24 13:45,2092.625488
2015/7/24 14:15,2089.182861
2015/7/24 14:45,2094.033691
2015/7/24 15:15,2086.053223
2015/7/27 9:45,2059.920898
2015/7/27 10:15,2042.86438
2015/7/27 10:45,2042.238525
2015/7/27 11:15,2020.487549
2015/7/27 13:15,2002.96167
2015/7/27 13:45,2000.458008
2015/7/27 14:15,1980.897827
2015/7/27 14:45,1946.941284
2015/7/27 15:15,1905.160767
2015/7/28 9:45,1908.76001
2015/7/28 10:15,1889.356201
2015/7/28 10:45,1898.275635
2015/7/28 11:15,1921.591309
2015/7/28 13:15,1924.408081
2015/7/28 13:45,1882.158081
2015/7/28 14:15,1919.244141
2015/7/28 14:45,1920.182983
2015/7/28 15:15,1895.302368
2015/7/29 9:45,1925.503418
2015/7/29 10:15,1902.187622
2015/7/29 10:45,1903.126465
2015/7/29 11:15,1915.175659
2015/7/29 13:15,1882.940552
2015/7/29 13:45,1890.451538
2015/7/29 14:15,1904.378418
2015/7/29 14:45,1923.625732
2015/7/29 15:15,1939.117188
2015/7/30 9:45,1918.148804
2015/7/30 10:15,1928.633057
2015/7/30 10:45,1926.911743
2015/7/30 11:15,1902.657104
2015/7/30 13:15,1927.068237
2015/7/30 13:45,1916.740479
2015/7/30 14:15,1907.977539
2015/7/30 14:45,1889.982178
2015/7/30 15:15,1885.913574
2015/7/31 9:45,1875.585815
2015/7/31 10:15,1879.341431
2015/7/31 10:45,1871.047852
2015/7/31 11:15,1859.155273
2015/7/31 13:15,1880.90625
2015/7/31 13:45,1896.867188
2015/7/31 14:15,1879.654297
2015/7/31 14:45,1856.338745
2015/7/31 15:15,1887.321899
2015/8/3 9:45,1841.785889
2015/8/3 10:15,1849.922852
2015/8/3 10:45,1851.018311
2015/8/3 11:15,1843.350708
2015/8/3 13:15,1861.502441
2015/8/3 13:45,1855.399658
2015/8/3 14:15,1868.544189
2015/8/3 14:45,1868.544189
2015/8/3 15:15,1881.845093
2015/8/4 9:45,1906.256104
2015/8/4 10:15,1894.050659
2015/8/4 10:45,1894.676636
2015/8/4 11:15,1908.134033
2015/8/4 13:15,1922.530151
2015/8/4 13:45,1932.85791
2015/8/4 14:15,1949.13208
2015/8/4 14:45,1943.342285
2015/8/4 15:15,1943.185913
2015/8/5 9:45,1941.151489
2015/8/5 10:15,1938.804321
2015/8/5 10:45,1929.415405
2015/8/5 11:15,1922.999756
2015/8/5 13:15,1915.019165
2015/8/5 13:45,1903.908936
2015/8/5 14:15,1922.373779
2015/8/5 14:45,1911.889648
2015/8/5 15:15,1915.958008
2015/8/6 9:45,1887.947876
2015/8/6 10:15,1906.725586
2015/8/6 10:45,1922.060913
2015/8/6 11:15,1928.476563
2015/8/6 13:15,1931.136719
2015/8/6 13:45,1921.121826
2015/8/6 14:15,1900.622803
2015/8/6 14:45,1908.916382
2015/8/6 15:15,1908.76001
2015/8/7 9:45,1922.373779
2015/8/7 10:15,1951.94873
2015/8/7 10:45,1952.418091
2015/8/7 11:15,1946.002441
2015/8/7 13:15,1962.902466
2015/8/7 13:45,1944.907104
2015/8/7 14:15,1935.518188
2015/8/7 14:45,1939.117188
2015/8/7 15:15,1928.476563
2015/8/10 9:45,1946.315552
2015/8/10 10:15,1946.941284
2015/8/10 10:45,1960.868164
2015/8/10 11:15,1986.531128
2015/8/10 13:15,1998.580078
2015/8/10 13:45,2001.083984
2015/8/10 14:15,2022.052368
2015/8/10 14:45,2036.605225
2015/8/10 15:15,2015.01062
2015/8/11 9:45,2019.705078
2015/8/11 10:15,2021.426514
2015/8/11 10:45,2024.08667
2015/8/11 11:15,2000.614502
2015/8/11 13:15,2011.255249
2015/8/11 13:45,2016.106201
2015/8/11 14:15,2020.644165
2015/8/11 14:45,2002.022827
2015/8/11 15:15,2004.839355
2015/8/12 9:45,1998.423706
2015/8/12 10:15,2010.785767
2015/8/12 10:45,1999.675659
2015/8/12 11:15,2002.179321
2015/8/12 13:15,2007.186646
2015/8/12 13:45,2011.411743
2015/8/12 14:15,2002.805176
2015/8/12 14:45,1999.206055
2015/8/12 15:15,1993.572754
2015/8/13 9:45,2004.682983
2015/8/13 10:15,2012.820068
2015/8/13 10:45,1997.171997
2015/8/13 11:15,1974.482178
2015/8/13 13:15,1975.890381
2015/8/13 13:45,1981.523804
2015/8/13 14:15,1972.604248
2015/8/13 14:45,1994.981201
2015/8/13 15:15,1997.641235
2015/8/14 9:45,2000.927368
2015/8/14 10:15,2005.465332
2015/8/14 10:45,2006.717285
2015/8/14 11:15,2004.682983
2015/8/14 13:15,2002.022827
2015/8/14 13:45,1993.416382
2015/8/14 14:15,1981.367188
2015/8/14 14:45,1991.381958
2015/8/14 15:15,1994.511597
2015/8/17 9:45,1968.692261
2015/8/17 10:15,1951.166382
2015/8/17 10:45,1944.907104
2015/8/17 11:15,1937.708984
2015/8/17 13:15,1951.479248
2015/8/17 13:45,1956.173706
2015/8/17 14:15,1947.0979
2015/8/17 14:45,1958.208008
2015/8/17 15:15,1958.051636
2015/8/18 9:45,1958.364502
2015/8/18 10:15,1970.882935
2015/8/18 10:45,1964.780151
2015/8/18 11:15,1953.044067
2015/8/18 13:15,1937.239502
2015/8/18 13:45,1916.114502
2015/8/18 14:15,1901.248779
2015/8/18 14:45,1836.152588
2015/8/18 15:15,1879.810913
2015/8/19 9:45,1863.223755
2015/8/19 10:15,1864.475708
2015/8/19 10:45,1851.957153
2015/8/19 11:15,1832.396973
2015/8/19 13:15,1848.358032
2015/8/19 13:45,1851.174683
2015/8/19 14:15,1860.876465
2015/8/19 14:45,1879.654297
2015/8/19 15:15,1870.734863
2015/8/20 9:45,1856.651611
2015/8/20 10:15,1844.915527
2015/8/20 10:45,1859.155273
2015/8/20 11:15,1867.448853
2015/8/20 13:15,1853.991455
2015/8/20 13:45,1852.739502
2015/8/20 14:15,1861.658936
2015/8/20 14:45,1845.38501
2015/8/20 15:15,1844.133057
2015/8/21 9:45,1843.486816
2015/8/21 10:15,1850.110474
2015/8/21 10:45,1827.816162
2015/8/21 11:15,1811.49939
2015/8/21 13:15,1779.026978
2015/8/21 13:45,1806.00647
2015/8/21 14:15,1831.693481
2015/8/21 14:45,1795.828491
2015/8/21 15:15,1796.797852
2015/8/24 9:45,1708.912842
2015/8/24 10:15,1635.890625
2015/8/24 10:45,1652.692139
2015/8/24 11:15,1621.99707
2015/8/24 13:15,1619.735229
2015/8/24 13:45,1645.099121
2015/8/24 14:15,1631.367065
2015/8/24 14:45,1619.735229
2015/8/24 15:15,1619.735229
2015/8/25 9:45,1569.653687
2015/8/25 10:15,1591.625
